Date,stock_price,stock_daily_return,stock_cumulative_return,benchmark_price,benchmark_daily_return,benchmark_cumulative_return
2026-02-09,274.6199951171875,,0.0,6964.81982421875,,0.0
2026-02-10,273.67999267578125,-0.003422920610733904,-0.003422920610733904,6941.81005859375,-0.003303712975458173,-0.003303712975458173
2026-02-11,275.5,0.0066501292492171515,0.0032044457740121324,6941.47021484375,-4.895607156218951e-05,-0.0033525073102115277
2026-02-12,261.7300109863281,-0.049981811301894274,-0.04693752953188601,6832.759765625,-0.01566101212770199,-0.018961015780270096
2026-02-13,255.77999877929688,-0.022733396848946263,-0.0686038768948748,6836.169921875,0.0004990891480125548,-0.018471389869468724
2026-02-17,263.8800048828125,0.031667863563111576,-0.03910855154517057,6843.22021484375,0.0010313220779065713,-0.0174591177437442
2026-02-18,264.3500061035156,0.0017811172199722058,-0.037397091239803615,6881.31005859375,0.005566070147410729,-0.011990226270407023
2026-02-19,260.5799865722656,-0.014261469431454121,-0.05112522319771595,6861.89013671875,-0.0028221256867719813,-0.014778514031631107
2026-02-20,264.5799865722656,0.015350373037534393,-0.036559641407893695,6909.509765625,0.006939724763506794,-0.007941348087917466
2026-02-23,266.17999267578125,0.006047343656806037,-0.030733386466650803,6837.75,-0.010385652247284827,-0.018244524255586536
2026-02-24,272.1400146484375,0.022390946489790453,-0.00903058958868519,6890.06982421875,0.0076516140863223114,-0.010732510228056547
2026-02-25,274.2300109863281,0.007679856784716499,-0.0014200864386912926,6946.1298828125,0.008136355657339944,-0.002683478091028091
2026-02-26,272.95001220703125,-0.004667610137537803,-0.0060810681663716615,6908.85986328125,-0.005365580569328343,-0.008034660242453029
2026-02-27,264.17999267578125,-0.03213049693728531,-0.03801617736156193,6878.8798828125,-0.00433935281103115,-0.012339147827975405
2026-03-02,264.7200012207031,0.002044093269336189,-0.036049792704496375,6881.6201171875,0.0003983547353176853,-0.011945708450624815
2026-03-03,263.75,-0.0036642536122324376,-0.039581950733591165,6816.6298828125,-0.009444031095625416,-0.02127692390418323
2026-03-04,262.5199890136719,-0.004663548763329417,-0.04406090713952682,6869.5,0.007756049264286302,-0.013685899509890298
2026-03-05,260.2900085449219,-0.00849451684471103,-0.052181147866347866,6830.7099609375,-0.005646704863891072,-0.0192553241384521
2026-03-06,257.4599914550781,-0.010872553678353492,-0.06248635921352641,6740.02001953125,-0.013276795812569242,-0.03227647094413033
2026-03-09,259.8800048828125,0.009399570838394267,-0.053674133334993046,6795.990234375,0.008304161513105202,-0.024240338458818234
2026-03-10,260.8299865722656,0.0036554627966916,-0.050214874335852144,6781.47998046875,-0.0021351198877325173,-0.026323702317821995
